max x,max y,max z,min x,min y,min z,mean x,mean y,mean z,std x,std y,std z,max diff x,max diff y,max diff z,max E,min E,mean E,std E,class,hand
0.296875,1.40625,0.328125,-0.578125,0.609375,-0.484375,-0.184375,1.028515625,-0.08046875,0.13965313189623668,0.1617217052072525,0.16543558202610006,0.328125,0.359375,0.328125,1.4734797515150997,0.671875,1.0692876316513036,0.16637349664502885,downstairs,leftHand
0.03125,1.984375,0.46875,-0.4375,0.265625,-0.46875,-0.16943359375,0.9927734375,0.015625,0.100753031387159,0.4744053744983178,0.18844755330306615,0.296875,0.828125,0.40625,2.025773868334025,0.35561895864815757,1.0319275064651976,0.4691313425917507,downstairs,leftHand
0.359375,1.984375,1.0,-0.9375,-0.15625,-0.640625,-0.1861328125,0.99677734375,0.00048828125,0.268784892311319,0.489598272956565,0.38866221450060967,0.84375,0.96875,0.5625,2.1001534542147153,0.18619336387207788,1.164475950411413,0.3649041053051522,downstairs,leftHand
0.859375,1.984375,1.40625,-1.78125,-0.890625,-1.421875,-0.18955078125,0.308984375,0.1572265625,0.5515401364097873,0.6099302270176451,0.6062327960969952,1.171875,0.78125,0.921875,2.2371049756046317,0.12203515118604147,1.013234481638627,0.40955041066939135,downstairs,leftHand
0.234375,1.984375,0.46875,-0.90625,0.09375,-0.609375,-0.19892578125,1.1421875,-0.10615234375,0.20451284073073966,0.34238131608682437,0.18999015391148238,0.515625,1.3125,0.5625,2.1675992083697113,0.29851520585223124,1.1972815714323035,0.34147437568694167,downstairs,leftHand
0.375,1.984375,0.34375,-1.15625,-0.125,-0.734375,-0.19833984375,1.14345703125,-0.1205078125,0.25115811790784937,0.49141007183035995,0.20663904830142965,1.40625,1.984375,0.8125,2.105436137270613,0.297285899850632,1.2135191566186907,0.48506719578833835,downstairs,leftHand
0.40625,1.984375,0.515625,-1.21875,0.21875,-1.109375,-0.12529296875,1.06982421875,-0.112890625,0.2532553378027106,0.48288095648939106,0.26155578300588334,0.625,1.203125,0.75,2.44739577791374,0.2385052737886523,1.1300605197723892,0.510880498374809,downstairs,leftHand
0.546875,1.984375,0.46875,-0.671875,0.0,-0.796875,-0.135546875,1.05078125,-0.08515625,0.22384666570324932,0.4081316787235131,0.20096899450697533,0.890625,1.140625,0.734375,2.1589091393282396,0.23280725665236468,1.1073070007388042,0.40012280699021924,downstairs,leftHand
0.796875,1.984375,0.46875,-1.0625,0.125,-0.96875,-0.11640625,1.030859375,-0.1314453125,0.27560726618316134,0.4076722428331992,0.26898476096023083,1.09375,1.3125,0.75,2.190957089664241,0.26745691825974516,1.1138133627886282,0.40804768908891753,downstairs,leftHand
0.734375,1.984375,0.59375,-1.109375,0.296875,-0.796875,-0.13544921875,1.00048828125,-0.0986328125,0.21821392278240154,0.3709218015445049,0.18519438288230985,0.890625,1.0625,0.515625,2.2907550270052885,0.3299798762803574,1.0518135646927802,0.3764987313974024,downstairs,leftHand
0.828125,1.984375,0.40625,-0.484375,0.046875,-0.796875,-0.10771484375,1.008984375,-0.13779296875,0.20112019289799732,0.5502313056622087,0.23529282991859238,1.09375,1.046875,0.640625,2.104102206108344,0.32249636625859834,1.06977755401824,0.5497080669596422,downstairs,leftHand
0.265625,1.984375,0.734375,-1.375,-0.0625,-1.109375,-0.57783203125,0.56572265625,0.05634765625,0.31391910425879915,0.44344393038247487,0.45731632385176924,0.640625,1.203125,0.484375,2.113364283257858,0.38273277230987157,1.0229800213048221,0.3354041149680692,downstairs,leftHand
0.03125,1.984375,1.390625,-1.484375,-0.265625,-0.4375,-0.3896484375,0.745849609375,0.27099609375,0.2980785926218606,0.6113497190046064,0.40467326087268196,0.703125,1.15625,0.421875,2.3872013883939496,0.4358226775306673,1.0747573945038351,0.49987141308189137,downstairs,leftHand
0.4375,1.984375,1.984375,-1.65625,-0.578125,-0.765625,-0.3517578125,0.5390625,0.3287109375,0.2634162206176623,0.54371984030433,0.5048892715542314,0.953125,1.328125,2.15625,2.9688322357031223,0.4552750713854208,1.0389339590976319,0.24375885550945067,downstairs,leftHand
0.21875,1.828125,0.796875,-2.0,0.3125,-1.203125,-0.3341796875,0.9154296875,0.07861328125,0.24412683726790482,0.21977513821463115,0.32991668795311313,1.78125,0.625,2.0,2.5516634433492595,0.374022162612057,1.0507608708888196,0.2599634444586045,downstairs,leftHand
1.53125,1.984375,1.984375,-2.0,-1.03125,-1.9375,-0.42275390625,0.75849609375,0.09189453125,0.4435967784949433,0.6061141458399714,0.45904648503386747,3.53125,1.890625,1.984375,3.446083034584338,0.5706869489921773,1.1586073777378858,0.4374240179003622,downstairs,leftHand
0.109375,1.984375,0.359375,-1.015625,0.171875,-1.234375,-0.35263671875,0.96044921875,-0.1228515625,0.25392834098988715,0.4604710519467967,0.2895964519632131,0.484375,0.71875,0.375,2.2022937261523494,0.2548360379734389,1.1101626817097179,0.4344574989780527,downstairs,leftHand
0.140625,1.984375,0.46875,-1.171875,0.375,-1.125,-0.33388671875,1.00849609375,-0.06865234375,0.26012929432022214,0.3185434055554326,0.247878781394654,0.46875,0.6875,0.359375,2.0593014971708246,0.42990051538117513,1.1200259459996136,0.32957322722209376,downstairs,leftHand
0.1875,1.984375,0.28125,-0.84375,0.25,-0.609375,-0.33134765625,0.97724609375,-0.0693359375,0.21870856016822005,0.3965019652606493,0.1602637721023895,0.359375,0.6875,0.234375,2.159926666145173,0.2651650429449553,1.0643371455906585,0.40881452293076814,downstairs,leftHand
-0.109375,1.53125,0.296875,-1.203125,0.09375,-1.015625,-0.6046875,0.74833984375,-0.2580078125,0.22554310762296956,0.23521271199577914,0.21325496193707252,0.328125,0.375,0.28125,1.5864569654185392,0.5459814128017546,1.0435745550444795,0.23290155211344887,downstairs,leftHand
0.1875,1.984375,0.5625,-1.234375,0.140625,-0.578125,-0.4271484375,0.94658203125,-0.01083984375,0.2764255120572208,0.4494878556310969,0.19257413583660304,0.484375,0.796875,0.375,2.28931579230018,0.15467960838455727,1.086308996492049,0.46197464582829373,downstairs,leftHand
0.234375,1.984375,0.921875,-1.40625,-0.171875,-1.453125,-0.4525390625,0.896875,-0.1298828125,0.2990619316328071,0.45457538695935257,0.3462033108542474,0.71875,0.625,0.890625,2.251139034605593,0.18421603316486868,1.1299279477798445,0.4045560848631227,downstairs,leftHand
0.21875,1.953125,0.421875,-1.328125,0.203125,-0.953125,-0.51630859375,0.8447265625,-0.112109375,0.3084761918079225,0.4226284163881295,0.23390315449347165,0.53125,0.765625,0.78125,2.3870479774975197,0.2460627460628691,1.0658530527969066,0.4292375187512065,downstairs,leftHand
0.21875,1.65625,0.40625,-1.296875,0.109375,-1.203125,-0.48486328125,0.8361328125,-0.1654296875,0.29057534210804903,0.3834701965532077,0.3268209688702638,0.609375,0.5625,0.421875,1.9898423696991678,0.4815948439819513,1.0896075333611763,0.33348007908865096,downstairs,leftHand
0.140625,1.9375,0.484375,-0.734375,0.265625,-0.4375,-0.37353515625,0.96376953125,-0.0515625,0.13315798427401498,0.40839258664239286,0.14581718801013271,0.875,0.90625,0.53125,1.974075139464048,0.42331928700450205,1.06109344379163,0.3880111642066167,downstairs,leftHand
0.03125,1.984375,0.40625,-1.328125,0.296875,-0.453125,-0.426953125,1.01259765625,-0.043359375,0.226851535703815,0.39475021799274723,0.15055410219158372,0.6875,0.640625,0.234375,2.404321467431092,0.3021731188408393,1.1227741648151937,0.42253486249409944,downstairs,leftHand
0.015625,1.875,0.234375,-0.9375,0.234375,-0.484375,-0.39140625,0.93857421875,-0.06884765625,0.18779294463592464,0.38823016627772966,0.14941103166115582,0.46875,0.75,0.265625,2.0093774300140828,0.39805435008928114,1.0427951958842687,0.3993065071621241,downstairs,leftHand
0.03125,1.984375,0.328125,-1.171875,0.453125,-0.359375,-0.39384765625,0.978515625,-0.0123046875,0.24457996044298047,0.323289324556578,0.11831561953920433,0.40625,0.796875,0.34375,2.0512239105592545,0.5203383064170848,1.0847189287851475,0.3377534343242804,downstairs,leftHand
0.546875,1.984375,1.5,-1.46875,0.03125,-1.9375,-0.381640625,0.8044921875,0.12666015625,0.36324672162109717,0.39883852098196854,0.45238260885884135,1.71875,0.6875,1.578125,2.8081998376406547,0.4471590006641933,1.0675143035310444,0.40361347086389904,downstairs,leftHand
0.046875,1.703125,0.546875,-0.9375,0.296875,-0.65625,-0.40791015625,0.94306640625,0.012890625,0.1970089210439146,0.31682030727121185,0.2050439263751005,0.6875,0.59375,0.640625,1.812365296718628,0.5127762212944356,1.0694330622868422,0.30483232305569696,downstairs,leftHand
0.515625,1.984375,0.796875,-0.875,0.421875,-0.421875,-0.30048828125,0.9880859375,0.00322265625,0.1915526220030443,0.2902425899883418,0.1683055314032157,0.796875,0.8125,0.46875,2.010349200076942,0.436102679279777,1.064489702492826,0.2869157285074352,downstairs,leftHand
0.265625,1.8125,0.4375,-1.25,0.3125,-0.546875,-0.338671875,0.9890625,-0.002734375,0.23957831294302454,0.2868759463063823,0.1852471278550297,0.40625,0.5625,0.34375,2.1548342272376777,0.5798117286024835,1.0855607845515993,0.296619150489434,downstairs,leftHand
0.125,1.78125,0.46875,-0.765625,0.5625,-0.328125,-0.26611328125,0.97802734375,-0.009375,0.13337258055198792,0.24468164308069232,0.16304222851243744,0.296875,0.6875,0.265625,1.851809714509026,0.5846339666834284,1.0342287994959642,0.2485703802603608,downstairs,leftHand
-0.015625,1.78125,0.578125,-0.875,0.421875,-0.375,-0.340234375,0.95966796875,0.09365234375,0.16344433745032425,0.3275065857176893,0.17325415860303578,0.34375,0.453125,0.375,1.8139810759073536,0.457415036509514,1.0517817547520987,0.3207140037919643,downstairs,leftHand
0.03125,1.8125,0.3125,-0.828125,0.671875,-0.265625,-0.36337890625,1.03720703125,0.01376953125,0.16417824865475739,0.18903226013262414,0.13230859450470456,0.578125,0.578125,0.328125,1.979694282742919,0.7245014449606019,1.1153665390884167,0.20965809286921597,downstairs,leftHand
0.140625,1.828125,0.515625,-0.984375,0.34375,-0.296875,-0.33837890625,1.00634765625,0.0482421875,0.20561597680584393,0.3450175710683261,0.1847477801584815,0.453125,0.703125,0.4375,2.0124733111584363,0.3710731902199349,1.0934150027858158,0.35921939664307084,downstairs,leftHand
0.171875,1.578125,0.453125,-0.671875,0.703125,-0.328125,-0.34697265625,1.00048828125,0.02470703125,0.15913315672960854,0.1701774542035376,0.15517982445542938,0.390625,0.4375,0.328125,1.6614011876274797,0.7553519978294888,1.0790872046133293,0.1888003693256296,downstairs,leftHand
-0.015625,1.984375,0.34375,-1.265625,0.171875,-0.953125,-0.41669921875,0.91708984375,-0.08779296875,0.24587373254161488,0.37339145345092684,0.24513039345815257,0.546875,0.921875,0.484375,2.0003051525017375,0.3240068961457456,1.0778151051840439,0.3461245343972515,downstairs,leftHand
-0.015625,1.984375,0.484375,-0.96875,0.359375,-0.484375,-0.3828125,0.9751953125,-0.0052734375,0.1985724405624894,0.3204251915778477,0.15197459961572807,0.375,0.65625,0.375,2.131595921340393,0.4767545719497612,1.0714884462672742,0.3381916026257838,downstairs,leftHand
0.140625,1.984375,0.46875,-1.125,0.21875,-0.703125,-0.28095703125,1.01005859375,-0.0326171875,0.218998846798676,0.3926904782376085,0.19009753666176288,0.84375,0.765625,0.703125,2.2810894635294336,0.3412551510600243,1.0897045234286569,0.38796632503001366,downstairs,leftHand
0.640625,1.984375,0.453125,-1.203125,0.25,-0.484375,-0.29267578125,1.0462890625,0.00986328125,0.2099294343184246,0.41532515776445744,0.1831973392102774,0.953125,1.078125,0.5,2.3281774322954853,0.2786336640644845,1.1207071089411298,0.41730625022644136,downstairs,leftHand
0.390625,1.984375,0.609375,-1.546875,0.125,-0.59375,-0.38955078125,1.049609375,-0.01259765625,0.3267727351834781,0.5064854000325655,0.23779602896161353,0.9375,0.96875,1.0625,2.3178253715767716,0.26972932033800107,1.184876003641218,0.5182340092508825,downstairs,leftHand
0.21875,1.8125,0.46875,-0.78125,0.46875,-0.3125,-0.25537109375,1.03642578125,0.03193359375,0.17933827386931414,0.25061173359894295,0.17449798554113935,0.453125,0.40625,0.34375,1.8151919664322007,0.4752158226795484,1.095252988053535,0.25666969019733527,downstairs,leftHand
0.0625,1.890625,0.8125,-1.28125,0.359375,-0.328125,-0.37646484375,0.94951171875,0.11513671875,0.19806761101252307,0.34839636885922254,0.19794217816224063,0.65625,0.5625,0.578125,1.953125,0.39187300637451417,1.057779003600777,0.3702136605155621,downstairs,leftHand
-0.078125,1.921875,0.484375,-0.953125,0.296875,-0.390625,-0.4291015625,0.94560546875,0.04384765625,0.16734293841815892,0.3651751648878651,0.18196846523826707,0.53125,0.890625,0.515625,1.9923559977762508,0.3700849775727191,1.0683969748663817,0.3644615571036309,downstairs,leftHand
-0.125,1.671875,0.4375,-1.34375,0.25,-0.75,-0.45576171875,0.8794921875,-0.04130859375,0.21532743313035,0.24841891135809685,0.24148573181815977,0.625,0.546875,0.34375,2.144954563184265,0.4230308240837776,1.043636846325609,0.2438827331381449,downstairs,leftHand
0.0,1.984375,1.125,-2.0,-0.34375,-0.359375,-0.48251953125,0.6544921875,0.2087890625,0.29272836377452777,0.5642252420437565,0.41255645511033223,0.6875,0.90625,0.90625,2.45412002113283,0.31054073303674673,1.0527583679640669,0.41010094466754066,downstairs,leftHand
0.0625,0.546875,1.4375,-0.75,-0.15625,0.59375,-0.22314453125,0.12255859375,0.943359375,0.20779125281722957,0.16315920567206532,0.155022903322172,0.34375,0.46875,0.484375,1.489628860026886,0.7730823048033113,1.0133244644875712,0.1393535962267614,downstairs,leftHand
0.328125,1.40625,1.90625,-1.625,-0.734375,-0.703125,-0.48916015625,0.35751953125,0.47158203125,0.36811517981153646,0.45178067185444853,0.4807072662595029,1.15625,1.203125,1.796875,2.072713819639605,0.5111071010561289,1.0468482044793495,0.24719512693280263,downstairs,leftHand
0.0625,0.546875,0.90625,-2.0,-0.5625,-1.25,-0.68681640625,0.18984375,0.4630859375,0.34963316634246494,0.21286732957408,0.5132490867374743,1.859375,0.375,0.71875,2.3490045265228843,0.10245997694221876,1.0405548762303705,0.2610831977855991,downstairs,leftHand
0.109375,0.796875,0.65625,-1.75,-0.9375,-2.0,-0.78310546875,-0.094921875,-0.47421875,0.3051281227527056,0.2809252470813547,0.3645322291227243,1.203125,1.1875,1.671875,2.7450239069997187,0.13710881855300192,1.0212750806051,0.32835817227085906,downstairs,leftHand
0.796875,1.984375,0.8125,-2.0,-0.421875,-1.578125,-0.52275390625,0.81279296875,-0.14208984375,0.4696461784207796,0.47666107237534927,0.36763434554292407,1.28125,1.203125,0.875,2.570110649369011,0.05846339666834283,1.1187265840640994,0.5325429028052983,downstairs,leftHand
0.40625,1.96875,0.671875,-1.703125,-0.140625,-0.515625,-0.59423828125,0.68671875,0.0982421875,0.3851699363574469,0.4119095080313196,0.33135616836862936,0.78125,0.875,0.40625,2.0452641562277476,0.5196340358848716,1.0801112635224643,0.3056883048702799,downstairs,leftHand
0.625,1.984375,0.5,-1.1875,0.046875,-1.03125,-0.21884765625,0.98076171875,-0.08349609375,0.2838989990145877,0.44838225585513314,0.23854098140101299,0.921875,1.265625,0.5,2.363768673908257,0.23017062285400366,1.0683259386334298,0.4617389081031851,downstairs,leftHand
0.578125,1.984375,0.28125,-0.609375,0.265625,-0.484375,-0.18994140625,0.99794921875,-0.090625,0.19996365870784524,0.30646753097616203,0.13535391022852258,0.625,0.796875,0.234375,1.984436514794565,0.3862252216971336,1.0526270606486823,0.2897782420037712,downstairs,leftHand
0.890625,1.984375,1.359375,-1.734375,-0.28125,-1.90625,-0.2810546875,0.9240234375,-0.12978515625,0.4177327194972653,0.5085063066983002,0.3996231583202554,1.234375,1.265625,1.71875,2.8765705628621383,0.17258376589355096,1.1133931060636202,0.548602912966433,downstairs,leftHand
0.90625,1.984375,0.890625,-1.359375,-0.125,-1.140625,-0.1306640625,0.87587890625,-0.48720703125,0.36206517843211306,0.4189815567471156,0.2938408958950537,1.515625,1.15625,1.515625,2.475564171810135,0.05412658773652741,1.1141511494100942,0.4145746670247967,downstairs,leftHand
1.46875,1.984375,1.46875,-1.90625,-0.484375,-1.421875,-0.3208984375,0.80654296875,-0.09755859375,0.5523573680023984,0.5487316077716895,0.45211489722331544,1.96875,1.3125,1.0625,2.8295058783513776,0.13531646934131855,1.1438031726247737,0.5117644289394658,downstairs,leftHand
0.28125,1.984375,1.5,-1.65625,-0.921875,-2.0,-0.49248046875,0.68798828125,-0.21005859375,0.36723390110185844,0.5163568094993681,0.5329201309237293,1.109375,1.265625,2.375,2.579261113308422,0.41751216299648086,1.1256383983618228,0.41860186451034204,downstairs,leftHand
1.5,1.984375,1.1875,-1.859375,-0.21875,-1.359375,-0.34658203125,0.96416015625,-0.19541015625,0.4862239382934473,0.4664731024411547,0.3423445256000288,1.796875,1.828125,1.59375,2.7410187145931713,0.38305158350410196,1.1848622626247267,0.5032233610777971,downstairs,leftHand
0.828125,1.984375,0.859375,-1.453125,0.203125,-0.828125,-0.17744140625,0.98876953125,-0.12294921875,0.34201403282346066,0.4236389857891259,0.20875881675392544,1.640625,1.296875,1.34375,2.506777921331485,0.3167677333236452,1.0805950338389978,0.4423837150118658,downstairs,leftHand
0.828125,1.984375,0.546875,-1.390625,0.03125,-0.59375,-0.229296875,0.9529296875,-0.08603515625,0.3214641486235065,0.3935912826981047,0.18696691838803017,1.390625,1.125,0.4375,2.1770397224499605,0.2692763740564701,1.0517727987438823,0.39264359609153354,downstairs,leftHand
0.734375,1.984375,0.28125,-1.546875,0.125,-1.109375,-0.15927734375,0.996875,-0.16337890625,0.31039729330617455,0.34888337573801387,0.2124965812811729,1.75,0.90625,0.609375,2.7497780450201796,0.214808235701055,1.0837188777198508,0.3657690855041863,downstairs,leftHand
0.625,1.984375,0.375,-1.09375,-0.34375,-0.625,-0.19033203125,0.95576171875,-0.1658203125,0.24818073235708873,0.44360015336851294,0.18020896527364022,0.90625,1.390625,0.421875,2.166923312123666,0.12303137303143455,1.0477509459773051,0.41171927514472506,downstairs,leftHand
0.609375,1.984375,0.234375,-1.453125,-0.0625,-1.765625,-0.29072265625,0.931640625,-0.15986328125,0.3439245950749374,0.4489350647525617,0.28556924207593865,1.0625,1.28125,1.4375,2.333257764773322,0.02209708691207961,1.076573504715048,0.4682499814060069,downstairs,leftHand
0.640625,1.984375,0.390625,-1.09375,-0.265625,-0.796875,-0.19619140625,0.9666015625,-0.121484375,0.1926438906810198,0.35864786424050094,0.16661706342240665,0.9375,1.03125,0.65625,2.317035248706847,0.30737993082665627,1.0321382651707172,0.3395157867402147,downstairs,leftHand
1.78125,1.984375,1.875,-2.0,-0.15625,-1.703125,-0.26015625,1.0546875,-0.08564453125,0.4352416725024207,0.45705739170922244,0.3345501504610647,3.78125,1.40625,3.578125,3.2597884445351664,0.18814991529362962,1.2027887769880465,0.49931030482610755,downstairs,leftHand
0.28125,1.90625,0.3125,-0.71875,0.546875,-0.296875,-0.25185546875,0.97919921875,-0.0791015625,0.1884994643585444,0.21377083889043516,0.12203751033334313,0.546875,0.671875,0.265625,1.9193326680450682,0.7522751948256702,1.0419447410462137,0.19655627556033875,downstairs,leftHand
0.921875,1.984375,0.734375,-1.84375,-0.46875,-0.828125,-0.23779296875,0.96884765625,-0.06943359375,0.40538608505636453,0.4591104522495163,0.23360228277494233,1.78125,1.484375,1.0625,2.752617717169422,0.14235052467412967,1.1033938645699757,0.4592134680920846,downstairs,leftHand
0.78125,1.984375,0.4375,-1.953125,-0.140625,-1.171875,-0.24130859375,1.06611328125,-0.1478515625,0.3930320760935663,0.3629704688825694,0.2507046348048587,1.5,1.09375,0.953125,2.568685370233186,0.3376591060152236,1.1842071909615313,0.40279982529912467,downstairs,leftHand
0.828125,1.984375,0.265625,-1.625,0.09375,-1.046875,-0.25849609375,0.99990234375,-0.14638671875,0.3412927057106267,0.4214125000738931,0.20784106942780878,1.046875,1.40625,0.640625,2.316877191798262,0.12597277731716483,1.1142975944863716,0.4274294283257876,downstairs,leftHand
0.46875,1.984375,0.34375,-0.953125,0.515625,-0.546875,-0.22001953125,1.02041015625,-0.0935546875,0.23906132380270323,0.29948833665377045,0.1720043779423892,0.484375,0.671875,0.421875,2.000061034224956,0.6314124172242734,1.092918480668721,0.28240398352198104,downstairs,leftHand
1.765625,1.984375,0.4375,-1.4375,-0.5625,-1.359375,-0.123046875,0.9408203125,-0.2244140625,0.4163437845860598,0.5204795993152477,0.2816454652205575,2.625,1.484375,0.875,2.495063485539997,0.15068204314051492,1.0996058634604702,0.5132753920366293,downstairs,leftHand
0.6875,1.984375,1.171875,-1.359375,0.046875,-1.0625,-0.333203125,0.9482421875,-0.1478515625,0.32668545596092785,0.36980559381715034,0.24160994801264976,0.953125,1.15625,1.296875,2.43835121355087,0.31054073303674673,1.0880749231965603,0.38605758063926654,downstairs,leftHand
1.28125,1.984375,0.671875,-2.0,0.109375,-1.0,-0.2470703125,1.012109375,-0.1146484375,0.3950833916250492,0.40378557507026797,0.25982964990703755,1.59375,1.5625,1.359375,2.6797216652340965,0.27332587007087344,1.1325684380906114,0.448697026789153,downstairs,leftHand
0.453125,1.984375,0.59375,-1.671875,-0.25,-0.953125,-0.31376953125,0.98134765625,-0.10419921875,0.33969689150020893,0.44085464513283235,0.2124884520062703,1.359375,1.328125,1.015625,2.353988055540002,0.20372507516258279,1.101662599352694,0.46119512305428195,downstairs,leftHand
1.1875,1.984375,0.578125,-2.0,-0.265625,-0.84375,-0.22041015625,0.98046875,-0.09736328125,0.3525121340778857,0.4621488818909107,0.22321244269721502,2.171875,1.875,1.359375,2.4467472827460135,0.20070675904164265,1.0920783305245876,0.46187083041942734,downstairs,leftHand
0.421875,1.796875,0.5625,-1.671875,-0.90625,-0.390625,-0.3158203125,0.77841796875,0.01142578125,0.30489663087732205,0.5858169343333,0.17940397438554476,0.828125,0.640625,0.28125,1.7982331823556699,0.32960973608951544,1.0425248466348946,0.2913454556649492,downstairs,leftHand
1.296875,-0.234375,1.0,-1.015625,-1.828125,-0.3125,-0.0611328125,-0.870703125,0.24501953125,0.33652438177608457,0.29154353940283334,0.2670137569723978,1.25,0.75,1.0,2.0076757005926034,0.32886820593514354,0.9964733644829884,0.31209506215151,downstairs,leftHand
0.8125,1.984375,1.0,-1.96875,-1.015625,-1.484375,-0.35361328125,0.74375,-0.09443359375,0.4901672401427233,0.6963613807233232,0.35429243140385325,1.515625,1.4375,0.65625,2.696297374409952,0.16828640022295324,1.1169734820446948,0.5354207591479954,downstairs,leftHand
0.25,1.984375,1.03125,-1.75,-1.953125,-0.484375,-0.50341796875,0.5826171875,-0.05126953125,0.3931567791064094,0.638641871007523,0.23736737464894972,0.59375,0.90625,0.4375,2.045980243367467,0.36776882174811937,1.0510142484639944,0.32626207343241403,downstairs,leftHand
0.9375,1.984375,1.46875,-2.0,-0.90625,-1.703125,-0.4240234375,0.462109375,0.09306640625,0.5105224092470918,0.6490237201050828,0.6027392463090891,2.15625,1.59375,1.453125,2.6897701168036647,0.16312978920172735,1.0871367627636028,0.5102848992717177,downstairs,leftHand
-0.1875,1.21875,0.84375,-0.921875,0.015625,-0.21875,-0.44775390625,0.83876953125,0.12431640625,0.19441556530432752,0.23121475192308633,0.25712351879099454,0.71875,0.5,0.359375,1.3634099598983425,0.46192954684670257,1.0298560376618338,0.12390140740896802,downstairs,leftHand
-0.140625,1.40625,0.390625,-0.390625,0.703125,-0.03125,-0.27548828125,0.9677734375,0.05830078125,0.050047327830471756,0.14220145695720135,0.07235411381763648,0.109375,0.375,0.296875,1.4314580907679415,0.7630697154421737,1.0122875512627694,0.13804917304457545,downstairs,leftHand
-0.09375,1.484375,0.375,-1.09375,0.609375,-0.15625,-0.3333984375,0.95888671875,0.078125,0.16950361201619554,0.1825592309310268,0.114739566159424,0.46875,0.296875,0.234375,1.6089198385485213,0.6453711383769807,1.03550453870222,0.19862796190700593,downstairs,leftHand
0.0,1.890625,0.609375,-1.0,0.359375,-0.484375,-0.29365234375,0.996875,-0.00419921875,0.16304125731376531,0.30158716843575134,0.13842644884825306,0.453125,0.515625,0.328125,1.9337791893401377,0.48839061275274326,1.0654876037424654,0.284775181073681,downstairs,leftHand
0.046875,1.71875,0.296875,-0.484375,0.53125,-0.28125,-0.1748046875,1.0142578125,-0.0244140625,0.10575906715025869,0.281661275005905,0.11035593783938932,0.28125,0.578125,0.1875,1.755710548823467,0.5479899348984432,1.0406993033882717,0.28172198161788786,downstairs,leftHand
0.09375,1.78125,0.28125,-0.453125,0.53125,-0.34375,-0.18046875,1.0009765625,-0.03603515625,0.10812260285633005,0.2602654090993343,0.10719836757243816,0.203125,0.640625,0.203125,1.7921813698674585,0.5689731705010351,1.029112606493676,0.259851227943698,downstairs,leftHand
0.015625,1.640625,0.296875,-0.40625,0.515625,-0.234375,-0.22490234375,1.0078125,0.01396484375,0.0826629545028802,0.24587546941950955,0.08845081021565386,0.203125,0.609375,0.234375,1.6625029370274809,0.5730350256528828,1.0413248212291104,0.23896368013017794,downstairs,leftHand
0.0,1.734375,0.296875,-0.484375,0.515625,-0.3125,-0.21796875,1.00458984375,0.0033203125,0.09522554738206461,0.2834611114151707,0.11349343403511994,0.28125,0.90625,0.234375,1.7598772595695418,0.5783361101038046,1.0402555662306163,0.2770010280992661,downstairs,leftHand
-0.078125,1.578125,0.1875,-0.515625,0.578125,-0.25,-0.213671875,0.99541015625,-0.0125,0.08317133674467561,0.23677425575069638,0.08772223014692278,0.109375,0.671875,0.140625,1.6181496232193733,0.6085731904422015,1.0253105046509148,0.23658930911776874,downstairs,leftHand
0.0,1.671875,0.15625,-0.484375,0.53125,-0.1875,-0.2109375,1.02255859375,-0.01376953125,0.09063550416244108,0.249229520238334,0.06472958771475597,0.21875,0.46875,0.15625,1.6865593443087024,0.5753735199850615,1.0497475835482306,0.2505734502002263,downstairs,leftHand
0.3125,1.875,0.265625,-0.546875,0.59375,-0.296875,-0.22353515625,0.99853515625,-0.01328125,0.1276377170989566,0.24487923845293602,0.10932866269121311,0.4375,0.625,0.3125,1.8794218692193618,0.6087737418368174,1.0352550106833278,0.25203084793983316,downstairs,leftHand
0.3125,1.984375,1.03125,-1.265625,-1.109375,-0.375,-0.19931640625,0.50458984375,0.2044921875,0.26360128371671127,0.894452935973797,0.3565692681939121,0.453125,0.796875,0.25,2.2684249939385257,0.23644915547533682,1.065484997398583,0.43879863597168045,downstairs,leftHand
0.078125,1.953125,0.8125,-1.03125,-0.90625,-0.359375,-0.2541015625,0.71943359375,0.11201171875,0.1852134515607673,0.7347363098099877,0.259091885077298,0.453125,0.671875,0.234375,1.9746315914304116,0.3398212995458054,1.0512039401533957,0.3573928455693972,downstairs,leftHand
0.15625,1.78125,0.359375,-1.15625,0.453125,-0.390625,-0.2646484375,0.99248046875,0.03447265625,0.15643353509280317,0.29912397008356334,0.09204918260823046,0.96875,0.71875,0.734375,1.853917937436822,0.47547262670946683,1.0417845989957817,0.30523156561226156,downstairs,leftHand
0.28125,1.671875,0.359375,-0.765625,0.390625,-0.140625,-0.32802734375,0.967578125,0.04853515625,0.15328853170673148,0.22914801685833996,0.09496391876451706,0.515625,0.46875,0.34375,1.7806331168646168,0.4558110045567132,1.0398289575851203,0.22298985610641073,downstairs,leftHand
0.109375,1.984375,0.421875,-0.71875,0.40625,-0.25,-0.25390625,0.98486328125,0.04453125,0.1227815121459366,0.3492072437049231,0.11617850476122273,0.328125,0.671875,0.3125,2.009438179411101,0.47418721579667245,1.0336986710907201,0.3437885259464749,downstairs,leftHand
0.453125,1.984375,0.453125,-0.578125,0.25,-0.421875,-0.236328125,1.0453125,0.025390625,0.15617873768019933,0.3018029630378531,0.10234376875389911,0.515625,0.65625,0.34375,2.0630917711653063,0.4468859264398466,1.0895547828199068,0.2962374430768471,downstairs,leftHand
